Accession.ID	country	Pango.lineage
EPI_ISL_11905061	USA	BA.2.12
EPI_ISL_11904266	USA	BA.2.12
EPI_ISL_12112268	USA	BA.2.12
EPI_ISL_12117149	USA	BA.2.12
EPI_ISL_12112686	USA	BA.2.12
EPI_ISL_11905064	USA	BA.2.12
EPI_ISL_11763182	Canada	BA.2.12
EPI_ISL_11755968	USA	BA.2.12
EPI_ISL_12168346	USA	BA.2.12
EPI_ISL_12033884	Canada	BA.2.12
EPI_ISL_12106777	USA	BA.2.12
EPI_ISL_12117835	USA	BA.2.12
EPI_ISL_12047980	USA	BA.2.12
EPI_ISL_12047083	USA	BA.2.12
EPI_ISL_12106775	USA	BA.2.12
EPI_ISL_12005747	Canada	BA.2.12
EPI_ISL_12005744	Canada	BA.2.12
EPI_ISL_12112271	USA	BA.2.12
EPI_ISL_12117627	Puerto Rico	BA.2.12
EPI_ISL_12167981	USA	BA.2.12
EPI_ISL_12050859	USA	BA.2.12
EPI_ISL_12169054	USA	BA.2.12
EPI_ISL_12033793	Canada	BA.2
EPI_ISL_12101636	USA	BA.2.12
EPI_ISL_9598221	United Kingdom	BA.2.12
EPI_ISL_12115908	USA	BA.2.12
EPI_ISL_12053468	USA	BA.2.12
EPI_ISL_11704623	USA	BA.2.12
EPI_ISL_12048942	USA	BA.2.12
EPI_ISL_11953381	USA	BA.2.12
EPI_ISL_12112324	USA	BA.2.12
EPI_ISL_12183336	USA	BA.2.12
EPI_ISL_12183029	USA	BA.2.12
EPI_ISL_12117403	USA	BA.2.12
EPI_ISL_11863045	USA	BA.2.12
EPI_ISL_12114396	USA	BA.2.12
EPI_ISL_11254401	USA	BA.2.12
EPI_ISL_11490565	USA	BA.2.12
EPI_ISL_12149068	USA	BA.2.12
EPI_ISL_12183128	USA	BA.2.12
EPI_ISL_12191373	USA	BA.2.12
EPI_ISL_11863593	USA	BA.2.12
EPI_ISL_10998719	USA	BA.2.12
EPI_ISL_11764233	USA	BA.2.12
EPI_ISL_12100552	USA	BA.2.12
EPI_ISL_11152316	United Kingdom	BA.2.12
EPI_ISL_10858918	United Kingdom	BA.2.12
EPI_ISL_11196979	United Kingdom	BA.2.12
EPI_ISL_11877708	United Kingdom	BA.2.12
EPI_ISL_11396781	United Kingdom	BA.2.12
EPI_ISL_11188006	United Kingdom	BA.2.12
EPI_ISL_11194027	United Kingdom	BA.2.12
EPI_ISL_10961547	United Kingdom	BA.2.12
EPI_ISL_11186663	United Kingdom	BA.2.12
EPI_ISL_11596044	United Kingdom	BA.2.12
EPI_ISL_11901632	Belgium	BA.2.12
EPI_ISL_9992772	United Kingdom	BA.2.12
EPI_ISL_11920185	France	BA.2.12
EPI_ISL_10969769	United Kingdom	BA.2.12
EPI_ISL_10960273	United Kingdom	BA.2.12
EPI_ISL_11429648	United Kingdom	BA.2
EPI_ISL_11760515	Switzerland	BA.2.12
EPI_ISL_11638489	United Kingdom	BA.2.12
EPI_ISL_11770479	United Kingdom	BA.2.12
EPI_ISL_11304083	United Kingdom	BA.2.12
EPI_ISL_10412552	United Kingdom	BA.2.12
EPI_ISL_12192418	Germany	BA.2.12
EPI_ISL_11599842	Germany	BA.2.12
EPI_ISL_11421814	United Kingdom	BA.2.12
EPI_ISL_11271057	United Kingdom	BA.2.12
EPI_ISL_9681879	United Kingdom	BA.2.12
EPI_ISL_11304005	United Kingdom	BA.2.12
EPI_ISL_11592922	United Kingdom	BA.2.12
EPI_ISL_11185749	United Kingdom	BA.2.12
EPI_ISL_11611210	Germany	BA.2.12
EPI_ISL_11992884	Belgium	BA.2.12
EPI_ISL_10986155	Portugal	BA.2.12
EPI_ISL_11840178	Curacao	BA.2.12
EPI_ISL_11338743	United Kingdom	BA.2.12
EPI_ISL_12016122	Germany	BA.2.12
EPI_ISL_11727039	United Kingdom	BA.2.12
EPI_ISL_11274179	United Kingdom	BA.2.12
EPI_ISL_11771327	United Kingdom	BA.2.12
EPI_ISL_10710320	United Kingdom	BA.2.12
EPI_ISL_10571640	United Kingdom	BA.2.12
EPI_ISL_11657572	Germany	BA.2.12
EPI_ISL_12015733	Germany	BA.2.12
EPI_ISL_11668257	Germany	BA.2.12
EPI_ISL_11178313	USA	BA.2.12
EPI_ISL_10874485	USA	BA.2.12
EPI_ISL_12192571	USA	BA.2.12
EPI_ISL_11286455	United Kingdom	BA.2.12
EPI_ISL_11997821	USA	BA.2
EPI_ISL_11551605	Denmark	BA.2
EPI_ISL_12078785	United Kingdom	BA.2
EPI_ISL_12078119	United Kingdom	BA.2
EPI_ISL_11744403	United Kingdom	BA.2
EPI_ISL_12075786	United Kingdom	BA.2
EPI_ISL_11656834	Australia	BA.2
EPI_ISL_11656958	Australia	BA.2
EPI_ISL_10801698	India	BA.2
EPI_ISL_11619196	Germany	BA.2
EPI_ISL_12099890	USA	BA.2
EPI_ISL_10205288	India	BA.2
EPI_ISL_10311755	India	BA.2
EPI_ISL_11397129	United Kingdom	BA.2
EPI_ISL_12154675	Netherlands	BA.2
EPI_ISL_11822170	Germany	BA.2
EPI_ISL_10749040	India	BA.2
EPI_ISL_12191349	Germany	BA.2
EPI_ISL_12106537	United Kingdom	BA.2
EPI_ISL_11471900	United Kingdom	BA.2
EPI_ISL_11216117	United Kingdom	BA.2
EPI_ISL_11260767	Singapore	BA.2
EPI_ISL_11421696	United Kingdom	BA.2
EPI_ISL_11185606	United Kingdom	BA.2
EPI_ISL_12104626	United Kingdom	BA.2
EPI_ISL_11829527	United Kingdom	BA.2
EPI_ISL_11996799	United Kingdom	BA.2
EPI_ISL_11401032	United Kingdom	BA.2
EPI_ISL_10988559	United Kingdom	BA.2
EPI_ISL_11189754	United Kingdom	BA.2
EPI_ISL_11903992	USA	BA.2
EPI_ISL_10576757	United Kingdom	BA.2
EPI_ISL_11745683	United Kingdom	BA.2
EPI_ISL_12158001	USA	BA.2
EPI_ISL_11749001	United Kingdom	BA.2
EPI_ISL_12158797	United Kingdom	BA.2
EPI_ISL_11170341	Italy	BA.2
EPI_ISL_11997868	USA	BA.2
EPI_ISL_11460621	Germany	BA.2
EPI_ISL_11396808	United Kingdom	BA.2
EPI_ISL_12078195	United Kingdom	BA.2
EPI_ISL_12043950	United Kingdom	BA.2
EPI_ISL_9233164	Singapore	BA.2
EPI_ISL_11124439	United Kingdom	BA.2
EPI_ISL_11335561	United Kingdom	BA.2
EPI_ISL_11334899	United Kingdom	BA.2
EPI_ISL_10884905	United Kingdom	BA.2
EPI_ISL_11748158	United Kingdom	BA.2
EPI_ISL_11927213	United Kingdom	BA.2
EPI_ISL_12103163	United Kingdom	BA.2
EPI_ISL_11344754	United Kingdom	BA.2
EPI_ISL_12044294	United Kingdom	BA.2
EPI_ISL_11111602	United Kingdom	BA.2
EPI_ISL_11996780	United Kingdom	BA.2
EPI_ISL_12113526	USA	BA.2
EPI_ISL_11654785	United Kingdom	BA.2
EPI_ISL_12109365	USA	BA.2
EPI_ISL_11468841	Germany	BA.2
EPI_ISL_9495002	India	BA.2
EPI_ISL_11096821	United Kingdom	BA.2
EPI_ISL_12032206	United Kingdom	BA.2
EPI_ISL_12202758	Canada	BA.2
EPI_ISL_9744974	Germany	BA.2
EPI_ISL_11485163	Germany	BA.2
EPI_ISL_11224675	United Kingdom	BA.2
EPI_ISL_12198075	Germany	BA.2
EPI_ISL_11959347	United Kingdom	BA.2
EPI_ISL_11335239	United Kingdom	BA.2
EPI_ISL_12105271	United Kingdom	BA.2
EPI_ISL_11077426	United Kingdom	BA.2
EPI_ISL_11013068	Switzerland	BA.2
EPI_ISL_10120181	United Kingdom	BA.2
EPI_ISL_11095904	United Kingdom	BA.2
EPI_ISL_12204304	United Kingdom	BA.2
EPI_ISL_10735634	United Kingdom	BA.2
EPI_ISL_11789983	India	BA.2
EPI_ISL_11430880	United Kingdom	BA.2
EPI_ISL_11656785	Australia	BA.2
EPI_ISL_11800121	Australia	BA.2
EPI_ISL_11941178	Australia	BA.2
EPI_ISL_11128521	United Kingdom	BA.2
EPI_ISL_11825856	Italy	BA.2
EPI_ISL_11341681	United Kingdom	BA.2
EPI_ISL_12039274	Australia	BA.2
EPI_ISL_11461587	Germany	BA.2
EPI_ISL_11626552	Germany	BA.2
EPI_ISL_11457331	Germany	BA.2
EPI_ISL_11918898	United Kingdom	BA.2
EPI_ISL_12161314	Denmark	BA.2
EPI_ISL_10709034	United Kingdom	BA.2
EPI_ISL_11431468	United Kingdom	BA.2
EPI_ISL_12108487	United Kingdom	BA.2
EPI_ISL_12104095	United Kingdom	BA.2
EPI_ISL_12104602	United Kingdom	BA.2
EPI_ISL_12031478	United Kingdom	BA.2
EPI_ISL_11702594	United Kingdom	BA.2
EPI_ISL_11076314	United Kingdom	BA.2
EPI_ISL_10194492	United Kingdom	BA.2
EPI_ISL_11596332	United Kingdom	BA.2
EPI_ISL_11405148	South Korea	BA.2
EPI_ISL_10744887	United Kingdom	BA.2
EPI_ISL_11747240	United Kingdom	BA.2
EPI_ISL_11125302	United Kingdom	BA.2
EPI_ISL_11729648	United Kingdom	BA.2
EPI_ISL_12008622	Czech Republic	BA.2
EPI_ISL_12199507	Germany	BA.2
EPI_ISL_11890058	Switzerland	BA.2
EPI_ISL_11929659	Switzerland	BA.2
EPI_ISL_11611870	Germany	BA.2
EPI_ISL_11475713	Germany	BA.2
EPI_ISL_10744044	United Kingdom	BA.2
EPI_ISL_11669578	Singapore	BA.2
EPI_ISL_11250667	Singapore	BA.2
EPI_ISL_12101647	USA	BA.2
EPI_ISL_11499992	Canada	BA.2
EPI_ISL_11666404	Germany	BA.2
EPI_ISL_11653860	United Kingdom	BA.2
EPI_ISL_11020019	Singapore	BA.2
EPI_ISL_11969326	United Kingdom	BA.2
EPI_ISL_11658883	United Kingdom	BA.2
EPI_ISL_11650309	United Kingdom	BA.2
EPI_ISL_10106997	United Kingdom	BA.2
EPI_ISL_10741034	Germany	BA.2
EPI_ISL_11525980	India	BA.2
EPI_ISL_10995085	United Kingdom	BA.2
EPI_ISL_11885442	United Kingdom	BA.2
EPI_ISL_12108241	United Kingdom	BA.2
EPI_ISL_12107968	United Kingdom	BA.2
EPI_ISL_11232923	United Kingdom	BA.2
EPI_ISL_11232253	United Kingdom	BA.2
EPI_ISL_11830038	United Kingdom	BA.2
EPI_ISL_10550320	India	BA.2
EPI_ISL_10803922	United Kingdom	BA.2.12
EPI_ISL_11747043	United Kingdom	BA.2
EPI_ISL_12182619	USA	BA.2
EPI_ISL_10113460	United Kingdom	BA.2
EPI_ISL_11701002	United Kingdom	BA.2
EPI_ISL_12077025	United Kingdom	BA.2
EPI_ISL_11744138	United Kingdom	BA.2
EPI_ISL_12104583	United Kingdom	BA.2
EPI_ISL_11687464	USA	BA.2
EPI_ISL_11125796	United Kingdom	BA.2
EPI_ISL_11215938	United Kingdom	BA.2
EPI_ISL_11664686	India	BA.2
EPI_ISL_10311726	India	BA.2
EPI_ISL_12048590	Australia	BA.2
EPI_ISL_11322118	United Kingdom	BA.2
EPI_ISL_11744121	United Kingdom	BA.2
EPI_ISL_12106170	United Kingdom	BA.2
EPI_ISL_12155001	Italy	BA.2
EPI_ISL_11226938	United Kingdom	BA.2
EPI_ISL_11791642	USA	BA.2
EPI_ISL_10107319	United Kingdom	BA.2
EPI_ISL_10008362	Qatar	BA.2
EPI_ISL_10008415	Qatar	BA.2
EPI_ISL_9028473	Qatar	BA.2
EPI_ISL_10904121	Germany	BA.2
EPI_ISL_11923900	Italy	BA.2
EPI_ISL_12122933	United Kingdom	BA.2
EPI_ISL_10008392	Qatar	BA.2
EPI_ISL_10008448	Qatar	BA.2
EPI_ISL_10008503	Qatar	BA.2
EPI_ISL_10008480	Qatar	BA.2
EPI_ISL_10008418	Qatar	BA.2
EPI_ISL_9028474	Qatar	BA.2
EPI_ISL_10008365	Qatar	BA.2
EPI_ISL_9028480	Qatar	BA.2
EPI_ISL_9028492	Qatar	BA.2
EPI_ISL_10008421	Qatar	BA.2
EPI_ISL_10008410	Qatar	BA.2
EPI_ISL_10008404	Qatar	BA.2
EPI_ISL_9028453	Qatar	BA.2
EPI_ISL_10008420	Qatar	BA.2
EPI_ISL_10008381	Qatar	BA.2
EPI_ISL_10008376	Qatar	BA.2
EPI_ISL_10008403	Qatar	BA.2
EPI_ISL_12190321	Germany	BA.2
EPI_ISL_12189665	Germany	BA.2
EPI_ISL_9914815	Jordan	BA.2
EPI_ISL_12190598	Germany	BA.2
EPI_ISL_10928637	United Kingdom	BA.2
EPI_ISL_12170769	Belgium	BA.2
EPI_ISL_11658908	Germany	BA.2
EPI_ISL_10508984	United Kingdom	BA.2
EPI_ISL_11006815	United Kingdom	BA.2
EPI_ISL_10186530	United Kingdom	BA.2
EPI_ISL_10186519	United Kingdom	BA.2
EPI_ISL_11837037	United Kingdom	BA.2
EPI_ISL_11062096	United Kingdom	BA.2
EPI_ISL_11228105	United Kingdom	BA.2
EPI_ISL_12077139	United Kingdom	BA.2
EPI_ISL_10670194	United Kingdom	BA.2
EPI_ISL_10462909	United Kingdom	BA.2
EPI_ISL_10337874	United Kingdom	BA.2
EPI_ISL_10416403	United Kingdom	BA.2
EPI_ISL_11377060	United Kingdom	BA.2
EPI_ISL_12205036	United Kingdom	BA.2
EPI_ISL_12193287	Germany	BA.2
EPI_ISL_11658393	United Kingdom	BA.2
EPI_ISL_11062266	United Kingdom	BA.2
EPI_ISL_11476435	United Kingdom	BA.2
EPI_ISL_12184952	Indonesia	BA.2
EPI_ISL_11810054	United Kingdom	BA.2
EPI_ISL_11957379	United Kingdom	BA.2
EPI_ISL_11418692	United Kingdom	BA.2
EPI_ISL_12078797	United Kingdom	BA.2
EPI_ISL_12075743	United Kingdom	BA.2
EPI_ISL_10201425	United Kingdom	BA.2
EPI_ISL_10885276	United Kingdom	BA.2
EPI_ISL_11286811	United Kingdom	BA.2
EPI_ISL_11885927	United Kingdom	BA.2
EPI_ISL_11748128	United Kingdom	BA.2
EPI_ISL_11393129	United Kingdom	BA.2
EPI_ISL_10286749	United Kingdom	BA.2
EPI_ISL_10571964	United Kingdom	BA.2
EPI_ISL_10491649	USA	BA.2
EPI_ISL_10521400	United Kingdom	BA.2
EPI_ISL_11118835	Netherlands	BA.2
EPI_ISL_10927565	United Kingdom	BA.2
EPI_ISL_11306768	United Kingdom	BA.2
EPI_ISL_12104426	United Kingdom	BA.2
EPI_ISL_11585818	Slovenia	BA.2
EPI_ISL_10934677	Spain	BA.2
EPI_ISL_11919077	Switzerland	BA.2
EPI_ISL_11279867	United Kingdom	BA.2
EPI_ISL_11747205	United Kingdom	BA.2
EPI_ISL_11775438	United Kingdom	BA.2
EPI_ISL_12104886	United Kingdom	BA.2
EPI_ISL_10414510	United Kingdom	BA.2
EPI_ISL_11493880	USA	BA.2
EPI_ISL_11181450	United Kingdom	BA.2
EPI_ISL_11770250	United Kingdom	BA.2
EPI_ISL_11285193	United Kingdom	BA.2
EPI_ISL_11076504	United Kingdom	BA.2
EPI_ISL_11753264	United Kingdom	BA.2
EPI_ISL_11837964	United Kingdom	BA.2
EPI_ISL_11752843	United Kingdom	BA.2
EPI_ISL_12169513	Lithuania	BA.2
EPI_ISL_12078722	United Kingdom	BA.2
EPI_ISL_11321513	United Kingdom	BA.2
EPI_ISL_11653921	United Kingdom	BA.2
EPI_ISL_11914394	Denmark	BA.2.23
EPI_ISL_11876134	Denmark	BA.2.23
EPI_ISL_11833584	Denmark	BA.2.23
EPI_ISL_11781490	Denmark	BA.2.23
EPI_ISL_12102602	United Kingdom	BA.2.23
EPI_ISL_11955309	Israel	BA.2
EPI_ISL_11855399	Israel	BA.2
EPI_ISL_11746807	United Kingdom	BA.2
EPI_ISL_12205114	United Kingdom	BA.2
EPI_ISL_12104791	United Kingdom	BA.2
EPI_ISL_11668095	Germany	BA.2
EPI_ISL_10537428	United Kingdom	BA.2
EPI_ISL_11672875	Germany	BA.2
EPI_ISL_10628198	United Kingdom	BA.2
EPI_ISL_11877383	United Kingdom	BA.2
EPI_ISL_11520623	United Kingdom	BA.2
EPI_ISL_12102585	United Kingdom	BA.2
EPI_ISL_11124866	United Kingdom	BA.2
EPI_ISL_11447306	United Kingdom	BA.2
EPI_ISL_11370626	France	BA.2
EPI_ISL_11594593	United Kingdom	BA.2
EPI_ISL_12159951	United Kingdom	BA.2
EPI_ISL_11633445	France	BA.2
EPI_ISL_11829835	United Kingdom	BA.2
EPI_ISL_11278439	India	BA.2.10
EPI_ISL_9622960	Sweden	BA.2
EPI_ISL_10256095	Poland	BA.2
EPI_ISL_12189884	Germany	BA.2
EPI_ISL_10921856	Germany	BA.2
EPI_ISL_12198198	Germany	BA.2
EPI_ISL_11450464	Switzerland	BA.2
EPI_ISL_9679653	South Africa	BA.2
EPI_ISL_10994468	United Kingdom	BA.2
EPI_ISL_11759749	France	BA.2
EPI_ISL_11914368	Denmark	BA.2
EPI_ISL_11607640	Germany	BA.2
EPI_ISL_11607175	Germany	BA.2
EPI_ISL_11788246	Denmark	BA.2
EPI_ISL_11701150	United Kingdom	BA.2
EPI_ISL_12204226	United Kingdom	BA.2
EPI_ISL_11702673	United Kingdom	BA.2
EPI_ISL_11730487	United Kingdom	BA.2
EPI_ISL_11745549	United Kingdom	BA.2
EPI_ISL_11270804	United Kingdom	BA.2
EPI_ISL_12157848	France	BA.2
EPI_ISL_11509880	France	BA.2
EPI_ISL_11252950	USA	BA.2
EPI_ISL_11967945	United Kingdom	BA.2
EPI_ISL_11586905	United Kingdom	BA.2
EPI_ISL_10045234	India	BA.2
EPI_ISL_12014036	Germany	BA.2
EPI_ISL_12014122	Germany	BA.2
EPI_ISL_11890713	USA	BA.2
EPI_ISL_11890707	USA	BA.2
EPI_ISL_11076815	United Kingdom	BA.2
EPI_ISL_11562232	United Kingdom	BA.2
EPI_ISL_10523223	India	BA.2
EPI_ISL_10210209	South Africa	BA.2
EPI_ISL_12015385	Germany	BA.2
EPI_ISL_10210294	South Africa	BA.2
EPI_ISL_10667119	South Africa	BA.2
EPI_ISL_9963112	South Africa	BA.2
EPI_ISL_9962809	South Africa	BA.2
EPI_ISL_10646304	South Africa	BA.2
EPI_ISL_9365861	Denmark	BA.2
EPI_ISL_10911546	Germany	BA.2
EPI_ISL_12019035	Germany	BA.2
EPI_ISL_10862736	United Kingdom	BA.2
EPI_ISL_12193763	Germany	BA.2
EPI_ISL_11452192	Germany	BA.2.32
EPI_ISL_12190564	Germany	BA.2
EPI_ISL_11929667	Switzerland	BA.2
EPI_ISL_12027423	Germany	BA.2
EPI_ISL_11598485	Germany	BA.2
EPI_ISL_12018874	Germany	BA.2
EPI_ISL_12200107	Germany	BA.2
EPI_ISL_12027465	Germany	BA.2
EPI_ISL_12190534	Germany	BA.2
EPI_ISL_9962922	South Africa	BA.2
EPI_ISL_11105092	South Africa	BA.2
EPI_ISL_11542584	South Africa	BA.2
EPI_ISL_12103806	United Kingdom	BA.2
EPI_ISL_11836377	United Kingdom	BA.2
EPI_ISL_11753011	United Kingdom	BA.2
EPI_ISL_11062229	United Kingdom	BA.2
EPI_ISL_11751195	United Kingdom	BA.2
EPI_ISL_11958550	United Kingdom	BA.2
EPI_ISL_11829474	United Kingdom	BA.2
EPI_ISL_12177726	France	BA.2
EPI_ISL_11509882	France	BA.2
EPI_ISL_12104651	United Kingdom	BA.2
EPI_ISL_11752257	United Kingdom	BA.2
EPI_ISL_10928109	India	BA.2
EPI_ISL_10766992	United Kingdom	BA.2
EPI_ISL_11605688	United Kingdom	BA.2
EPI_ISL_11110570	United Kingdom	BA.2
EPI_ISL_12048321	USA	BA.2
EPI_ISL_10631993	United Kingdom	BA.2
EPI_ISL_12194010	Germany	BA.2
EPI_ISL_11486084	Germany	BA.2
EPI_ISL_11124550	United Kingdom	BA.2
EPI_ISL_11510377	United Kingdom	BA.2
EPI_ISL_11557700	United Kingdom	BA.2
EPI_ISL_11599893	United Kingdom	BA.2
EPI_ISL_11591523	United Kingdom	BA.2
EPI_ISL_10419328	United Kingdom	BA.2
EPI_ISL_10932324	United Kingdom	BA.2
EPI_ISL_11077054	United Kingdom	BA.2
EPI_ISL_11744347	United Kingdom	BA.2
EPI_ISL_11076933	United Kingdom	BA.2
EPI_ISL_12178096	United Kingdom	BA.2
EPI_ISL_10971465	United Kingdom	BA.2
EPI_ISL_11303943	United Kingdom	BA.2
EPI_ISL_11879799	United Kingdom	BA.2
EPI_ISL_11215643	United Kingdom	BA.2
EPI_ISL_11592796	United Kingdom	BA.2
EPI_ISL_11958790	United Kingdom	BA.2
EPI_ISL_11747870	United Kingdom	BA.2
EPI_ISL_12104006	United Kingdom	BA.2
EPI_ISL_12161759	United Kingdom	BA.2
EPI_ISL_10798210	United Kingdom	BA.2
EPI_ISL_11341464	United Kingdom	BA.2
EPI_ISL_11416317	United Kingdom	BA.2
EPI_ISL_11658034	United Kingdom	BA.2
EPI_ISL_11485340	Germany	BA.2
EPI_ISL_11879371	United Kingdom	BA.2
EPI_ISL_11657850	United Kingdom	BA.2
EPI_ISL_12140576	United Kingdom	BA.2
EPI_ISL_12044494	United Kingdom	BA.2
EPI_ISL_11837323	United Kingdom	BA.2
EPI_ISL_11059126	United Kingdom	BA.2
EPI_ISL_9993436	United Kingdom	BA.2
EPI_ISL_11508545	United Kingdom	BA.2
EPI_ISL_11254014	Switzerland	BA.2
EPI_ISL_11023627	Spain	BA.2
EPI_ISL_10109472	United Kingdom	BA.2
EPI_ISL_10513174	United Kingdom	BA.2.7
EPI_ISL_11400208	United Kingdom	BA.2
EPI_ISL_11981317	United Kingdom	BA.2
EPI_ISL_10942025	Belgium	BA.2
EPI_ISL_11090672	USA	BA.2.9
EPI_ISL_10003541	United Kingdom	BA.2.9
EPI_ISL_11076923	United Kingdom	BA.2.9
EPI_ISL_10047531	United Kingdom	BA.2.9
EPI_ISL_9285159	United Kingdom	BA.2.9
EPI_ISL_11600725	United Kingdom	BA.2.9
EPI_ISL_11756814	Norway	BA.2.9
EPI_ISL_10245215	United Kingdom	BA.2
EPI_ISL_9399671	United Kingdom	BA.2
EPI_ISL_10199188	United Kingdom	BA.2
EPI_ISL_10532487	United Kingdom	BA.2.9
EPI_ISL_12049902	USA	BA.2.9
EPI_ISL_12130478	Spain	BA.2.9
EPI_ISL_11966295	Canada	BA.2.9
EPI_ISL_12126598	USA	BA.2
EPI_ISL_12060530	USA	BA.2
EPI_ISL_10420586	United Kingdom	BA.2
EPI_ISL_10199841	United Kingdom	BA.2.10
EPI_ISL_12109080	USA	BA.2
EPI_ISL_10109909	United Kingdom	BA.2
EPI_ISL_12109315	USA	BA.2
EPI_ISL_11181549	United Kingdom	BA.2
EPI_ISL_10863231	Lithuania	BA.2
EPI_ISL_9998857	United Kingdom	BA.2
EPI_ISL_11150562	United Kingdom	BA.2
EPI_ISL_11004175	Italy	BA.2
EPI_ISL_11117824	Switzerland	BA.2
EPI_ISL_11284151	France	BA.2
EPI_ISL_10832403	USA	BA.2
EPI_ISL_9849612	Switzerland	BA.2
EPI_ISL_10579823	Russia	BA.2
EPI_ISL_11511408	France	BA.2
EPI_ISL_11511546	France	BA.2
EPI_ISL_10959951	United Kingdom	BA.2
EPI_ISL_11892406	France	BA.2
EPI_ISL_10064693	Singapore	BA.2
EPI_ISL_10198648	United Kingdom	BA.2
EPI_ISL_10116070	USA	BA.2
EPI_ISL_10965463	United Kingdom	BA.2
EPI_ISL_9380128	United Kingdom	BA.2
EPI_ISL_9826230	United Kingdom	BA.2
EPI_ISL_10642755	United Kingdom	BA.2
EPI_ISL_12109369	USA	BA.2
EPI_ISL_10009940	Australia	BA.2
EPI_ISL_12052240	United Kingdom	BA.2
EPI_ISL_11091103	United Kingdom	BA.2
EPI_ISL_12068601	United Kingdom	BA.2
EPI_ISL_11087230	United Kingdom	BA.2
EPI_ISL_11044340	United Kingdom	BA.2
EPI_ISL_11097833	United Kingdom	BA.2
EPI_ISL_11459257	United Kingdom	BA.2
EPI_ISL_12069290	Belgium	BA.2
EPI_ISL_12179629	France	BA.2
EPI_ISL_11058911	United Kingdom	BA.2
EPI_ISL_10887073	United Kingdom	BA.2
EPI_ISL_11692330	United Kingdom	BA.2
EPI_ISL_12124953	United Kingdom	BA.2
EPI_ISL_11650626	United Kingdom	BA.2
EPI_ISL_12051763	United Kingdom	BA.2
EPI_ISL_11749533	United Kingdom	BA.2
EPI_ISL_11131665	United Kingdom	BA.2
EPI_ISL_10192994	United Kingdom	BA.2
EPI_ISL_11111523	United Kingdom	BA.2
EPI_ISL_12078627	United Kingdom	BA.2
EPI_ISL_12108189	United Kingdom	BA.2
EPI_ISL_10242484	United Kingdom	BA.2
EPI_ISL_11387796	United Kingdom	BA.2
EPI_ISL_12113056	USA	BA.2
EPI_ISL_12149731	USA	BA.2
EPI_ISL_10414414	United Kingdom	BA.2
EPI_ISL_10728377	United Kingdom	BA.2
EPI_ISL_11599212	Germany	BA.2
EPI_ISL_12136702	Sweden	BA.2
EPI_ISL_10846666	United Kingdom	BA.2
EPI_ISL_11327091	Italy	BA.2
EPI_ISL_10630794	India	BA.2
EPI_ISL_11645301	Germany	BA.2
EPI_ISL_12099622	Malaysia	BA.2
EPI_ISL_12099705	Malaysia	BA.2
EPI_ISL_11332511	Malaysia	BA.2.23
EPI_ISL_10254113	Denmark	BA.2
EPI_ISL_10287311	United Kingdom	BA.2
EPI_ISL_10792380	USA	BA.2
EPI_ISL_10904269	Germany	BA.2
EPI_ISL_11787808	United Kingdom	BA.2
EPI_ISL_11112015	United Kingdom	BA.2
EPI_ISL_12172619	Malaysia	BA.2.3
EPI_ISL_8408975	Philippines	BA.2.3
EPI_ISL_10794864	Turkey	BA.2.3
EPI_ISL_10809070	Israel	BA.2.3
EPI_ISL_12199214	Germany	BA.2.3
EPI_ISL_9643325	Hong Kong	BA.2.3
EPI_ISL_12169541	Lithuania	BA.2.3
EPI_ISL_11435985	Bangladesh	BA.2.3
EPI_ISL_9643316	Hong Kong	BA.2.3
EPI_ISL_10291953	Germany	BA.2.3
EPI_ISL_10017736	Germany	BA.2.3
EPI_ISL_11470030	Germany	BA.2.3
EPI_ISL_12022080	Germany	BA.2.3
EPI_ISL_10611089	USA	BA.2.3
EPI_ISL_12192225	Germany	BA.2.3
EPI_ISL_10473120	United Kingdom	BA.2.3
EPI_ISL_10512663	United Kingdom	BA.2.3
EPI_ISL_11585145	United Kingdom	BA.2.3
EPI_ISL_11951452	USA	BA.2.3
EPI_ISL_10415066	United Kingdom	BA.2.3
EPI_ISL_9731839	Brunei	BA.2.3
EPI_ISL_11071070	Greece	BA.2.3
EPI_ISL_11877091	United Kingdom	BA.2.3
EPI_ISL_11071643	Greece	BA.2.3
EPI_ISL_11088264	United Kingdom	BA.2.3
EPI_ISL_11079720	United Kingdom	BA.2.3
EPI_ISL_11964893	Germany	BA.2.3
EPI_ISL_12158264	Denmark	BA.2.3
EPI_ISL_11781621	Denmark	BA.2.3
EPI_ISL_11157890	Denmark	BA.2.3
EPI_ISL_12158594	Denmark	BA.2.3
EPI_ISL_11720888	Denmark	BA.2.3
EPI_ISL_11405105	South Korea	BA.2.3
EPI_ISL_11148800	South Korea	BA.2.3
EPI_ISL_10336712	United Kingdom	BA.2.3
EPI_ISL_10670216	United Kingdom	BA.2.3
EPI_ISL_11284660	United Kingdom	BA.2.3
EPI_ISL_11646060	Denmark	BA.2.3
EPI_ISL_9650124	Norway	BA.2.3
EPI_ISL_9731831	Brunei	BA.2.3
EPI_ISL_11242807	France	BA.2.3.3
EPI_ISL_12157667	France	BA.2
EPI_ISL_11405355	South Korea	BA.2.3
EPI_ISL_11665475	South Korea	BA.2.3
EPI_ISL_12137042	Singapore	BA.2.3
EPI_ISL_11716908	Japan	BA.2.3
EPI_ISL_11399410	United Kingdom	BA.2.3
